County,Candidate,Party
HUNEDOARA,DUMITRU IOAN,PARTIDUL S.O.S. ROMÂNIA
HUNEDOARA,BOTA PETER,PATRIOȚII POPORULUI ROMÂN
HUNEDOARA,ARMĂSĂREANU TUDOR,ROMÂNIA SOCIALISTĂ
HUNEDOARA,PUICAN FLORIN-IULIAN,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
HUNEDOARA,KOCSIS ATTILA-LEVENTE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
HUNEDOARA,FERENCZI ISTVÁN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
HUNEDOARA,OPRIȘA MELINDA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
HUNEDOARA,ANTAL AMALIA-LIDIA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
HUNEDOARA,MATE LADISLAU,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
HUNEDOARA,BIRIȘ OANA-ANDREEA,UNIUNEA SALVAȚI ROMÂNIA
HUNEDOARA,ZVÎNCĂ MIHAI-CAIUS,UNIUNEA SALVAȚI ROMÂNIA
HUNEDOARA,ȘOVOIALĂ SERGIU-DANIEL,UNIUNEA SALVAȚI ROMÂNIA
HUNEDOARA,ANGALITA LENUȚA,UNIUNEA SALVAȚI ROMÂNIA
IALOMIŢA,MAZILU CRISTINA,ALIANȚA NAȚIONAL CREȘTINĂ
IALOMIŢA,DOBRESCU VASILE,ALIANȚA PENTRU UNIREA ROMÂNILOR
IALOMIŢA,PÂRVU VIOREL ALIN,ALIANȚA PENTRU UNIREA ROMÂNILOR
IALOMIŢA,BALEA GEORGE-LAURENȚIU,ALIANȚA PENTRU UNIREA ROMÂNILOR
IALOMIŢA,CRISTEA DANIELA,ALIANȚA PENTRU UNIREA ROMÂNILOR
IALOMIŢA,BRICI CARMEN,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
IALOMIŢA,SBURLIȘ-NICA FLORIN-MARIAN,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
IALOMIŢA,CIOCA LILIANA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
IALOMIŢA,BENE DANIELA-ISABELLE,FORȚA DREPTEI
IALOMIŢA,ACHIMAȘ CRISTIAN-LUCIAN,FORȚA DREPTEI
IALOMIŢA,ISMAIL ION,FORȚA DREPTEI
IALOMIŢA,RADU MARGARETA-IRINA,FORȚA DREPTEI
IALOMIŢA,SMEU COSTEL,PARTIDUL ECOLOGIST ROMÂN
IALOMIŢA,VINTILĂ DORINA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN

IALOMIŢA,NEACȘU SORINEL-MARIUS,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
IALOMIŢA,PUFU VLAD-MIRCEA,PARTIDUL NAȚIONAL LIBERAL
IALOMIŢA,MIHAI SILVIU,PARTIDUL NAȚIONAL LIBERAL
IALOMIŢA,MUNTEANU IULICĂ,PARTIDUL NAȚIONAL LIBERAL
IALOMIŢA,BODEANU IULIANA-ALEXANDRINA,PARTIDUL NAȚIONAL LIBERAL
IALOMIŢA,DESPINOIU DANIEL,PARTIDUL NOUA ROMÂNIE
IALOMIŢA,STĂNESCU ANA-ALINA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
IALOMIŢA,SIMA VALENTIN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
IALOMIŢA,POPESCU IONELA-CĂTĂLINA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
IALOMIŢA,MERCA IONEL,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
IALOMIŢA,NEGREANU RADU-GABRIEL,PARTIDUL ROMÂNIA ÎN ACȚIUNE
IALOMIŢA,TEREACĂ ROBERT-CORNELIU,PARTIDUL ROMÂNIA ÎN ACȚIUNE
IALOMIŢA,VAIDA ELENA-LARISA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
IALOMIŢA,MOISE ION-VALENTIN,PARTIDUL ROMÂNIA ÎN ACȚIUNE
IALOMIŢA,GRIGORE EMIL-CĂTĂLIN,PARTIDUL SOCIAL DEMOCRAT
IALOMIŢA,NIȚĂ NICHITA,PARTIDUL SOCIAL DEMOCRAT
IALOMIŢA,GRECU IULIA-MAGDALENA,PARTIDUL SOCIAL DEMOCRAT
IALOMIŢA,CONSTANTIN MARIA,PARTIDUL SOCIAL DEMOCRAT
IALOMIŢA,TĂNASE CAROLINA,PARTIDUL SOCIAL DEMOCRAT UNIT
IALOMIŢA,PEIU GRIGORE-ADRIAN,PARTIDUL S.O.S. ROMÂNIA
IALOMIŢA,CRISTEA CONSTANTIN,PARTIDUL S.O.S. ROMÂNIA
IALOMIŢA,BORANGIC ALICE-ALEXANDRA,PARTIDUL S.O.S. ROMÂNIA
IALOMIŢA,VÎRLAN-BICAN VIORICA,PARTIDUL S.O.S. ROMÂNIA
IALOMIŢA,LUNGU ADRIAN-LIVIU,PATRIOȚII POPORULUI ROMÂN
IALOMIŢA,RAPCEA VIOLETA,PATRIOȚII POPORULUI ROMÂN
IALOMIŢA,ANTOHI MARTA,ROMÂNIA SOCIALISTĂ
IALOMIŢA,DRAGOMIR GHEORGHE-CIPRIAN,ROMÂNIA SOCIALISTĂ
IALOMIŢA,CONSTANTIN VASILE,ROMÂNIA SOCIALISTĂ
IALOMIŢA,MOLDOVEANU MARGARETA,ROMÂNIA SOCIALISTĂ
IALOMIŢA,JIPA ALEXANDRU-IONUȚ,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
IALOMIŢA,ZOLTAN-SIPOS TIMEA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
IALOMIŢA,FORRAI KÁLMÁN-ATTILA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
IALOMIŢA,SZABÓ EMESE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA

IALOMIŢA,BOCSKOR LÁSZLÓ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
IALOMIŢA,TĂNĂSESCU MIHAI-ANDREI,UNIUNEA SALVAȚI ROMÂNIA
IALOMIŢA,ARDELEANU COCA,UNIUNEA SALVAȚI ROMÂNIA
IALOMIŢA,TUDOR EMIL,UNIUNEA SALVAȚI ROMÂNIA
IAŞI,ICHIM COSTICĂ-ROMICĂ,ALIANȚA NAȚIONAL CREȘTINĂ
IAŞI,ROMAN CAMELIA-NICOLETA,ALIANȚA NAȚIONAL CREȘTINĂ
IAŞI,CHIRILĂ-ANTONESCU DOINA,ALIANȚA NAȚIONAL CREȘTINĂ
IAŞI,DIACONU DĂNUȚ,ALIANȚA NAȚIONAL CREȘTINĂ
IAŞI,LUCHIAN OCTAVIAN-GEORGE,ALIANȚA NAȚIONAL CREȘTINĂ
IAŞI,TÂRZIU CLAUDIU-RICHARD,ALIANȚA PENTRU UNIREA ROMÂNILOR
IAŞI,DUMITRESCU CRISTINA-GABRIELLA,ALIANȚA PENTRU UNIREA ROMÂNILOR
IAŞI,IVĂNUȚĂ CRISTIAN-DANIEL,ALIANȚA PENTRU UNIREA ROMÂNILOR
IAŞI,ALBIȘTEANU MIHAIL,ALIANȚA PENTRU UNIREA ROMÂNILOR
IAŞI,CIORNIA CAMELIA,ALIANȚA PENTRU UNIREA ROMÂNILOR
IAŞI,FĂCĂOARU GINA-ADRIANA,ALIANȚA PENTRU UNIREA ROMÂNILOR
IAŞI,COJOC FLORIN-MARIUS,ALIANȚA PENTRU UNIREA ROMÂNILOR
IAŞI,CIUHODARU MĂDĂLINA-IRINA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
IAŞI,MUNTIANU CEZAR,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
IAŞI,ZĂGAN MARIUS-ILIE,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
IAŞI,CĂLDĂRARU VIȘAN,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
IAŞI,MUNTIANU FRANTZ,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
IAŞI,LUPAȘCU CIPRIAN,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
IAŞI,MĂRTINESCU GABRIEL,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
IAŞI,PÎNZARU CRISTIAN,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
IAŞI,IONEL ELENA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
IAŞI,HARHĂTĂ MIHAI,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
IAŞI,GLĂVAN BOGDAN-NICOLAE,FORȚA DREPTEI
IAŞI,ȘURUBARU CODRIN-BOGDAN,FORȚA DREPTEI
IAŞI,GRIBINCEA ANA-MARIA,FORȚA DREPTEI
IAŞI,CIOFU IOAN,FORȚA DREPTEI
IAŞI,LIGA-VARARU GABRIEL,FORȚA DREPTEI
IAŞI,BULEU MARIUS-DANIEL,FORȚA DREPTEI
IAŞI,ADAMACHE ADRIAN,FORȚA DREPTEI

IAŞI,CUCOȘ TUDOR-OVIDIU,PARTIDUL ECOLOGIST ROMÂN
IAŞI,CUCOȘ RALUCA,PARTIDUL ECOLOGIST ROMÂN
IAŞI,MICU SILVIU FLORENTIN,PARTIDUL ECOLOGIST ROMÂN
IAŞI,CIORAP RADU-GEORGE,PARTIDUL LIGA ACȚIUNII NAȚIONALE
IAŞI,COZMA ȘTEFANA-HARIETA,PARTIDUL LIGA ACȚIUNII NAȚIONALE
IAŞI,PAULESCU-COJOCARIU MARIAN,PARTIDUL LIGA ACȚIUNII NAȚIONALE
IAŞI,BACIU SEBASTIAN-CONSTANTIN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
IAŞI,RADU CĂTĂLIN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
IAŞI,DOGARU PETRU-GEORGE,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
IAŞI,COJOCARU ALEXANDRA-DIANA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
IAŞI,DELEANU-CHIHĂROI DRAGOȘ GEORGE,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
IAŞI,RUSU PETRICĂ LUCIAN,PARTIDUL NAȚIONAL LIBERAL
IAŞI,VATRĂ GHEORGHE-ROMEO,PARTIDUL NAȚIONAL LIBERAL
IAŞI,NECHITA PETRONELA,PARTIDUL NAȚIONAL LIBERAL
IAŞI,LUPU CONSTANTIN-CODRIN,PARTIDUL NAȚIONAL LIBERAL
IAŞI,URSACHE CLAUDIU-GABRIEL,PARTIDUL NAȚIONAL LIBERAL
IAŞI,URSANU RADU-IONEL,PARTIDUL NAȚIONAL LIBERAL
IAŞI,DASCĂLU ANDREI,PARTIDUL NAȚIONAL LIBERAL
IAŞI,GHEARASIMESCU ȘTEFAN-AUGUSTIN,PARTIDUL NOUA ROMÂNIE
IAŞI,GOGA IOAN-ADRIAN,PARTIDUL OAMENILOR TINERI
IAŞI,SLABU ADRIAN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
IAŞI,SOFICU OANA-MARIA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
IAŞI,IONIȚĂ ANDREI,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
IAŞI,BRĂTESCU LIVIU,PARTIDUL ROMÂNIA ÎN ACȚIUNE
IAŞI,COSTAN IONEL,PARTIDUL ROMÂNIA ÎN ACȚIUNE
IAŞI,ZLEI DANIEL,PARTIDUL ROMÂNIA ÎN ACȚIUNE
IAŞI,DUDUC DANA-MIHAELA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
IAŞI,PETRUCĂ GHEORGHE,PARTIDUL ROMÂNIA ÎN ACȚIUNE
IAŞI,FOTICĂ VLĂDUȚ,PARTIDUL ROMÂNIA ÎN ACȚIUNE
IAŞI,MĂMĂLIGĂ ANDREEA-MIHAELA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
IAŞI,CAȘCAVAL DAN,PARTIDUL SOCIAL DEMOCRAT
IAŞI,IOSUB COSTEL,PARTIDUL SOCIAL DEMOCRAT
IAŞI,CRUCIANU TEODOR-BOGDAN,PARTIDUL SOCIAL DEMOCRAT

IAŞI,NECULA MAGDALENA-ROXANA,PARTIDUL SOCIAL DEMOCRAT
IAŞI,RAȘCU FLORIN,PARTIDUL SOCIAL DEMOCRAT
IAŞI,ENEA SERGIU-CONSTANTIN,PARTIDUL SOCIAL DEMOCRAT
IAŞI,MACOVEI VLAD-ANDREI,PARTIDUL SOCIAL DEMOCRAT
IAŞI,ȘOȘOACĂ DUMITRU-SILVESTRU,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
IAŞI,NIȚĂ CARMEN-LILIANA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
IAŞI,HLIHOR MARIA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
IAŞI,WINDISCHHOFER MIHAELA-MARIA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
IAŞI,REBENCIUC CEZAR-IOAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
IAŞI,MATEI VLAD-CONSTANTIN,PARTIDUL SOCIAL DEMOCRAT UNIT
IAŞI,IURCO LILIA,PARTIDUL SOCIAL DEMOCRAT UNIT
IAŞI,MOISE ELENA,PARTIDUL SOCIAL DEMOCRAT UNIT
IAŞI,GUȘATU VICTOR,PARTIDUL SOCIAL DEMOCRAT UNIT
IAŞI,GHEORGHIU EDUARD,PARTIDUL SOCIAL DEMOCRAT UNIT
IAŞI,MANEA DUMITRU,PARTIDUL S.O.S. ROMÂNIA
IAŞI,CĂCESCU GHEORGHE-GABRIEL,PARTIDUL S.O.S. ROMÂNIA
IAŞI,MELINTE MIRELA-LUMINIȚA,PARTIDUL S.O.S. ROMÂNIA
IAŞI,GROSU IOAN,PARTIDUL S.O.S. ROMÂNIA
IAŞI,IARCUCZEWICZ KLAUS-GHEORGHE,PARTIDUL S.O.S. ROMÂNIA
IAŞI,DIACONU STELA-ȘTEFANIA,PARTIDUL S.O.S. ROMÂNIA
IAŞI,JEMNOSCHI MIHAELA,PARTIDUL S.O.S. ROMÂNIA
IAŞI,VOLOVĂȚ NECULAI,PATRIOȚII POPORULUI ROMÂN
IAŞI,STAN MIHAI,PATRIOȚII POPORULUI ROMÂN
IAŞI,CĂITAN ELENA-MIRELA,PATRIOȚII POPORULUI ROMÂN
IAŞI,POPA EUGEN,ROMÂNIA SOCIALISTĂ
IAŞI,ASAFTEI LENUȚA,ROMÂNIA SOCIALISTĂ
IAŞI,APETRII BOGDAN-ALEXANDRU,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
IAŞI,MĂRGINEAN IOAN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
IAŞI,VARGA LORAND-IULIU,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
IAŞI,KIRÁLY NOÉMI,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
IAŞI,ANDRÁS LÓRÁND,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
IAŞI,PÁSZTOR GABRIELLA-MARIA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
IAŞI,BODEA MARIUS,UNIUNEA SALVAȚI ROMÂNIA

IAŞI,DOBRIN IRINA,UNIUNEA SALVAȚI ROMÂNIA
IAŞI,SOCOLOV RĂZVAN-VLADIMIR,UNIUNEA SALVAȚI ROMÂNIA
IAŞI,GHIȚONIC GHEORGHE-MARIAN,UNIUNEA SALVAȚI ROMÂNIA
IAŞI,CHIRICA ANDREI,UNIUNEA SALVAȚI ROMÂNIA
IAŞI,BICȘABI MIOARA-CAMELIA,UNIUNEA SALVAȚI ROMÂNIA
ILFOV,RADU SIMONA-GEORGIANA,ALIANȚA NAȚIONAL CREȘTINĂ
ILFOV,GHEORGHE VALENTINO,ALIANȚA NAȚIONAL CREȘTINĂ
ILFOV,MIHALCEA SERGIU-DANIEL,ALIANȚA PENTRU UNIREA ROMÂNILOR
ILFOV,ȚĂRIGRĂDEANU GEORGETA,ALIANȚA PENTRU UNIREA ROMÂNILOR
ILFOV,CRISTESCU MARINA-EVELYN,ALIANȚA PENTRU UNIREA ROMÂNILOR
ILFOV,ALUNGOAIE DORIN - GABRIEL,ALIANȚA PENTRU UNIREA ROMÂNILOR
ILFOV,MUȘEANU MARIUS,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
ILFOV,MORARU DANIELA-LAURA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
ILFOV,ȘTEFAN MIHAIL-ALEXANDRU,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
ILFOV,MUNTEANU LAURA-NICOLETA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
ILFOV,ROȘU-MOLDOVEANU LIVIU-GAVRIL,FORȚA DREPTEI
ILFOV,BURUNCENCO VICTORIA,FORȚA DREPTEI
ILFOV,MIHĂILĂ DINU-RĂZVAN,FORȚA DREPTEI
ILFOV,SCÎNTEE VALENTIN,FORȚA DREPTEI
ILFOV,TRAICU GEORGETA-ARGENTINA,PARTIDUL ECOLOGIST ROMÂN
ILFOV,BADEA ILEANA-RUXANDRA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
ILFOV,CĂLIN COSTEL,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
ILFOV,DINU IULIANA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
ILFOV,PAULIUC NICOLETA,PARTIDUL NAȚIONAL LIBERAL
ILFOV,COJOCARU DORINA-MARIA,PARTIDUL NAȚIONAL LIBERAL
ILFOV,NECULA CIPRIAN-RELU,PARTIDUL NAȚIONAL LIBERAL
ILFOV,MIHĂILESCU NICOLAE-CRISTIAN,PARTIDUL NAȚIONAL LIBERAL
ILFOV,VOICU ȘTEFANA,PARTIDUL NOUA ROMÂNIE
ILFOV,PAVEL TEODOR-IULIAN,PARTIDUL OAMENILOR TINERI
ILFOV,TRIFU DĂNUȚ-ANGELO,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
ILFOV,JUGUREANU IONUȚ-ȘERBAN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
ILFOV,GEORGESCU ELENA-BIANCA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
ILFOV,MĂRGĂRIT ANDREI-IULIAN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI

ILFOV,STEREA GABRIEL,PARTIDUL ROMÂNIA ÎN ACȚIUNE
ILFOV,TURDEAN MARINELLA-SABINA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
ILFOV,CONSTANTINESCU ANDREEA-MARINA,PARTIDUL SOCIAL DEMOCRAT
ILFOV,BOLINTINEANU GHEORGHE,PARTIDUL SOCIAL DEMOCRAT
ILFOV,CHIRAN ALEXANDRU-ADI,PARTIDUL SOCIAL DEMOCRAT
ILFOV,CONSTANTIN ADRIAN-CRISTIAN,PARTIDUL SOCIAL DEMOCRAT
ILFOV,LUCA RAMON-ALIN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
ILFOV,ENACHE ELENA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
ILFOV,ARMEANU ANDREEA-VALENTINA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
ILFOV,BRĂTULESCU GEORGE-ADRIAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
ILFOV,STRINU ADRIANA,PARTIDUL SOCIAL DEMOCRAT UNIT
ILFOV,TĂNASE ADRIAN,PARTIDUL SOCIAL DEMOCRAT UNIT
ILFOV,DEACONEASA FLORIN,PARTIDUL S.O.S. ROMÂNIA
ILFOV,FLOAREA LOREDANA-MARIANA,PARTIDUL S.O.S. ROMÂNIA
ILFOV,MARIN RICA,PARTIDUL S.O.S. ROMÂNIA
ILFOV,STRINU GABRIEL,PARTIDUL S.O.S. ROMÂNIA
ILFOV,PREDA IULIA-ANTOANETA,PATRIOȚII POPORULUI ROMÂN
ILFOV,PURICEL GEORGE-EMIL,ROMÂNIA SOCIALISTĂ
ILFOV,STOICA SILVIA-ELENA,ROMÂNIA SOCIALISTĂ
ILFOV,POLIFRON PETRICĂ,ROMÂNIA SOCIALISTĂ
ILFOV,CONSTANTIN JENICA,ROMÂNIA SOCIALISTĂ
ILFOV,ARDELEAN OLIMPIA,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
ILFOV,KOZMA ANDREI,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ILFOV,DUNEL VALENTIN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ILFOV,BARABAȘ MARILENA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ILFOV,SZELE EMESE-ILONA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ILFOV,PĂUN ANA-CYNTHIA-IOANA,UNIUNEA SALVAȚI ROMÂNIA
ILFOV,DUMITRESCU IOANA-EUGENIA,UNIUNEA SALVAȚI ROMÂNIA
ILFOV,CODREANU ANDREI,UNIUNEA SALVAȚI ROMÂNIA
ILFOV,ROLEA BOGDAN,UNIUNEA SALVAȚI ROMÂNIA
MARAMUREŞ,DINCĂ STELIAN-EMIL,ALIANȚA NAȚIONAL CREȘTINĂ
MARAMUREŞ,CIACA MĂDĂLINA-ANAMARIA,ALIANȚA NAȚIONAL CREȘTINĂ
MARAMUREŞ,CHERTIF COSTACHE,ALIANȚA PENTRU UNIREA ROMÂNILOR

MARAMUREŞ,HOFER GABRIELA,ALIANȚA PENTRU UNIREA ROMÂNILOR
MARAMUREŞ,COSTIN ȘTEFAN-ANDREI,ALIANȚA PENTRU UNIREA ROMÂNILOR
MARAMUREŞ,TOMOIAGĂ MIHAELA-ALEXANDRA,ALIANȚA PENTRU UNIREA ROMÂNILOR
MARAMUREŞ,GIURGIU VASILE-IOAN,ALIANȚA PENTRU UNIREA ROMÂNILOR
MARAMUREŞ,CORNEȘTIAN SIMION,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
MARAMUREŞ,IONCE GABRIELA-MARIA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
MARAMUREŞ,ȚURA DANIEL-VASILE,FORȚA DREPTEI
MARAMUREŞ,DRĂGUȚ EMANUEL-PETRU,FORȚA DREPTEI
MARAMUREŞ,NEAMȚ VASILE-MARIUS,FORȚA DREPTEI
MARAMUREŞ,LAURAN FLORIN-VASILE,FORȚA DREPTEI
MARAMUREŞ,CRĂCIUN ANDREEA-MARIA,FORȚA DREPTEI
MARAMUREŞ,RIȘCO ION,PARTIDUL ECOLOGIST ROMÂN
MARAMUREŞ,HRIȘCĂ ORHIDEIA,PARTIDUL ECOLOGIST ROMÂN
MARAMUREŞ,CUREU IOAN,PARTIDUL ECOLOGIST ROMÂN
MARAMUREŞ,POP DANIEL-VASILE,PARTIDUL ECOLOGIST ROMÂN
MARAMUREŞ,MICLE LIGIA-SANDA-MARINELA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
MARAMUREŞ,UNGUR VIOREL,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
MARAMUREŞ,GHERGHEL CECILIA-ELENA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
MARAMUREŞ,NICULESCU-ȚÂGÂRLAȘ CRISTIAN-AUGUSTIN,PARTIDUL NAȚIONAL LIBERAL
MARAMUREŞ,OROS GEORGE-ALEXANDRU,PARTIDUL NAȚIONAL LIBERAL
MARAMUREŞ,COSTIN-HENDEA ANCA-MINODORA,PARTIDUL NAȚIONAL LIBERAL
MARAMUREŞ,TURCSIN IOAN,PARTIDUL NAȚIONAL LIBERAL
MARAMUREŞ,LUCA ADRIAN,PARTIDUL NOUA ROMÂNIE
MARAMUREŞ,LIBOTEAN LIVIU-CRISTIAN,PARTIDUL OAMENILOR TINERI
MARAMUREŞ,KALMAR FLORIN-AURELIAN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
MARAMUREŞ,MARINESCU ALEXANDRA-IOANA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
MARAMUREŞ,TALPOȘ IOAN-IUSTIN,PARTIDUL ROMÂNIA ÎN ACȚIUNE
MARAMUREŞ,ROTAR RAREȘ-OVIDIU,PARTIDUL ROMÂNIA ÎN ACȚIUNE
MARAMUREŞ,POP MONICA-ANTONIA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
MARAMUREŞ,DUNCA DANA-MIHAELA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
MARAMUREŞ,SĂLĂGEAN GHEORGHE,PARTIDUL ROMÂNIA ÎN ACȚIUNE
MARAMUREŞ,VLAȘIN SORIN,PARTIDUL SOCIAL DEMOCRAT
MARAMUREŞ,PÎRVĂNOIU MARGARETA-IULIANA,PARTIDUL SOCIAL DEMOCRAT

MARAMUREŞ,MAHALEAN IOANA-MARIA,PARTIDUL SOCIAL DEMOCRAT
MARAMUREŞ,COSMA ALEXANDRU,PARTIDUL SOCIAL DEMOCRAT
MARAMUREŞ,CIOCAN MIRCEA,PARTIDUL SOCIAL DEMOCRAT
MARAMUREŞ,HOTICO DAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
MARAMUREŞ,PĂCURAR ALIN-RĂZVAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
MARAMUREŞ,POP SIMION,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
MARAMUREŞ,LIHET DORINA-IRINA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
MARAMUREŞ,LUȚÎC NATALIA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
MARAMUREŞ,ABRIHAN MARIN,PARTIDUL SOCIAL DEMOCRAT UNIT
MARAMUREŞ,SABOU CIPRIAN-GIGEL,PARTIDUL SOCIAL DEMOCRAT UNIT
MARAMUREŞ,CADAR FLAVIU-MARIUS,PARTIDUL SOCIAL DEMOCRAT UNIT
MARAMUREŞ,ABRIHAN MIHAELA,PARTIDUL SOCIAL DEMOCRAT UNIT
MARAMUREŞ,MIHALI GAVRILĂ,PARTIDUL S.O.S. ROMÂNIA
MARAMUREŞ,DUNCA TOADER,PARTIDUL S.O.S. ROMÂNIA
MARAMUREŞ,BERTOTI ALICE-MARCELA,PARTIDUL S.O.S. ROMÂNIA
MARAMUREŞ,POPOVICI MIHAI,PARTIDUL S.O.S. ROMÂNIA
MARAMUREŞ,SANISZLOU LILIANA-EMILIA,PARTIDUL S.O.S. ROMÂNIA
MARAMUREŞ,VLAȘIN SANDU-IONEL,PATRIOȚII POPORULUI ROMÂN
MARAMUREŞ,BRAN DANIEL-CRISTIAN,ROMÂNIA SOCIALISTĂ
MARAMUREŞ,CHIRILĂ OANA-ALEXANDRA,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
MARAMUREŞ,PINTÉR ZSOLT-ISTVÁN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
MARAMUREŞ,SARKADI-CSISZAR LEVENTE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
MARAMUREŞ,HITTER ANNAMARIA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
